Mod:Item:MetaData, Localized Name
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
ironchest:iron_shulker_box_blue:2, Blue Diamond Shulker Box
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
techguns:basicmachine:0, Ammo Press
techguns:basicmachine:1, Metal Press
techguns:basicmachine:2, Chemical Laboratory
techguns:basicmachine:3, Turret
techguns:simplemachine:8, Camo Bench
techguns:simplemachine:9, Repair Bench
techguns:simplemachine:10, Charging Station
techguns:multiblockmachine:0, Fabricator Housing
techguns:multiblockmachine:1, Fabricator Glass
techguns:multiblockmachine:2, Fabricator Controller
techguns:multiblockmachine:3, Reaction Chamber Housing
techguns:multiblockmachine:4, Reaction Chamber Glass
techguns:multiblockmachine:5, Reaction Chamber Controller
techguns:basicore:0, Copper Ore
techguns:basicore:1, Tin Ore
techguns:basicore:2, Lead Ore
techguns:basicore:3, Titanium Ore
techguns:basicore:4, Uranium Ore
techguns:bioblob:0, Bioblob
techguns:sandbags, Sandbags
techguns:lamp0:0, Lamp (Yellow)
techguns:lamp0:6, Lamp (White)
techguns:lamp0:12, Lantern (Yellow)
techguns:lamp0:13, Lantern (White)
techguns:metalpanel:0, Red Container
techguns:metalpanel:1, Green Container
techguns:metalpanel:2, Blue Container
techguns:metalpanel:3, Yellow Container
techguns:metalpanel:4, Steel Panel
techguns:metalpanel:5, Silver Steel Panel
techguns:metalpanel:6, Carbon Panel
techguns:metalpanel:7, Dark Scaffold
techguns:concrete:0, Reinforced Concrete
techguns:concrete:1, Reinforced Concrete (Light)
techguns:concrete:2, Reinforced Concrete (Grey)
techguns:concrete:3, Reinforced Concrete (Dark)
techguns:concrete:4, Reinforced Concrete (Pipes)
techguns:concrete:5, tile.techguns.concrete.5.name
techguns:ladder0:8, Ladder (Metal)
techguns:ladder0:9, Ladder (Shiny)
techguns:ladder0:10, Ladder (Rusty)
techguns:ladder0:11, Ladder (Carbon)
techguns:door3x3, tile.techguns.door3x3.name
techguns:camonet:0, Camo Netting (Woodland)
techguns:camonet:1, Camo Netting (Desert)
techguns:camonet:2, Camo Netting (Snow)
techguns:camonet_top:0, Camo Netting Top (Woodland)
techguns:camonet_top:1, Camo Netting Top (Desert)
techguns:camonet_top:2, Camo Netting Top (Snow)
techguns:bunkerdoor, tile.techguns.bunkerdoor.name
techguns:stairs_metal:7, Steel Panel Stairs
techguns:stairs_metal:15, Carbon Panel Stairs
techguns:stairs_concrete:7, tile.techguns.stairs_concrete.7.name
techguns:stairs_concrete:15, tile.techguns.stairs_concrete.15.name
techguns:tg_spawner:0, Monster Hole
techguns:tg_spawner:1, Military Spawn Point
techguns:neonlights:0, Double Neon Lights
techguns:neonlights:1, Double Neon Lights (Rotated)
techguns:neonlights:2, Quad Neon Lights
techguns:neonlights:3, Quad Neon Lights (Rotated)
techguns:neonlights:4, Square Neon Light
techguns:military_crate:0, Ammo Crate
techguns:military_crate:1, Weapon Crate
techguns:military_crate:2, Armor Crate
techguns:military_crate:3, Medical Crate
techguns:military_crate:4, Explosives Crate
techguns:military_crate:5, Supply Crate
techguns:military_crate:6, Supply Crate
techguns:military_crate:7, Supply Crate
techguns:military_crate:8, Supply Crate
techguns:explosive_charge:0, Mining Charge
techguns:explosive_charge:1, Advanced Mining Charge
techguns:sand_hard:0, tile.techguns.sand_hard.0.name
techguns:slimy:0, tile.techguns.slimy.0.name
techguns:slimyladder:3, Slimy Trail
techguns:block_creeper_acid, Creeper Acid
techguns:itemshared:0, Stone Bullets
techguns:itemshared:1, Pistol Rounds
techguns:itemshared:2, Shotgun Rounds
techguns:itemshared:3, Rifle Rounds
techguns:itemshared:4, Sniper Rounds
techguns:itemshared:5, 40mm Grenade
techguns:itemshared:6, Advanced Rounds
techguns:itemshared:7, Rocket
techguns:itemshared:8, Rifle Rounds Stack
techguns:itemshared:9, SMG Magazine
techguns:itemshared:10, SMG Magazine (Empty)
techguns:itemshared:11, Pistol Magazine
techguns:itemshared:12, Pistol Magazine (Empty)
techguns:itemshared:13, Assault Rifle Magazine
techguns:itemshared:14, Assault Rifle Magazine (Empty)
techguns:itemshared:15, LMG Magazine
techguns:itemshared:16, LMG Magazine (Empty)
techguns:itemshared:17, Minigun Ammo Drum
techguns:itemshared:18, Minigun Ammo Drum (Empty)
techguns:itemshared:19, AS50 Magazine
techguns:itemshared:20, AS50 Magazine (Empty)
techguns:itemshared:21, Advanced Magazine
techguns:itemshared:22, Advanced Magazine (Empty)
techguns:itemshared:23, Compressed Air Tank
techguns:itemshared:24, Compressed Air Tank (Empty)
techguns:itemshared:25, Bio Tank
techguns:itemshared:26, Bio Tank (Empty)
techguns:itemshared:27, Fuel Tank
techguns:itemshared:28, Fuel Tank (Empty)
techguns:itemshared:29, Energy Cell
techguns:itemshared:30, Energy Cell (Empty)
techguns:itemshared:31, Nuclear Power Cell
techguns:itemshared:32, Nuclear Power Cell (Depleted)
techguns:itemshared:33, Iron Receiver
techguns:itemshared:34, Steel Receiver
techguns:itemshared:35, Hardened Receiver
techguns:itemshared:36, Carbon Receiver
techguns:itemshared:37, Stone Barrel
techguns:itemshared:38, Iron Barrel
techguns:itemshared:39, Hardened Barrel
techguns:itemshared:40, Carbon Barrel
techguns:itemshared:41, Laser Barrel
techguns:itemshared:42, Wooden Gun Stock
techguns:itemshared:43, Plastic Gun Stock
techguns:itemshared:44, Carbon Gun Stock
techguns:itemshared:45, Steam Armor Plating
techguns:itemshared:46, Iron Plate
techguns:itemshared:47, Copper Plate
techguns:itemshared:48, Tin Plate
techguns:itemshared:49, Bronze Plate
techguns:itemshared:50, Steel Plate
techguns:itemshared:51, Obsidian Steel Plate
techguns:itemshared:52, Lead Plate
techguns:itemshared:53, Carbon Plate
techguns:itemshared:54, Titanium Plate
techguns:itemshared:55, Plastic Sheet
techguns:itemshared:56, Rubber Bar
techguns:itemshared:57, Mechanical Parts (Iron)
techguns:itemshared:58, Mechanical Parts (Hardened)
techguns:itemshared:59, Mechanical Parts (Carbon)
techguns:itemshared:60, Heavy Cloth
techguns:itemshared:61, Bio Mass
techguns:itemshared:62, Copper Wire
techguns:itemshared:63, Gold Wire
techguns:itemshared:64, Carbon Fibers
techguns:itemshared:65, Circuit Board
techguns:itemshared:66, Elite Circuit Board
techguns:itemshared:67, Power Armor Plating
techguns:itemshared:68, Coil
techguns:itemshared:69, Cybernetic Parts
techguns:itemshared:70, Electric Engine
techguns:itemshared:71, Laser Focus
techguns:itemshared:72, Pump Mechanism
techguns:itemshared:73, Rad Emitter
techguns:itemshared:74, Sonic Emitter
techguns:itemshared:75, TGX
techguns:itemshared:76, Nether Charge
techguns:itemshared:77, Treated Leather
techguns:itemshared:78, Titanium Ore
techguns:itemshared:79, Copper Ingot
techguns:itemshared:80, Tin Ingot
techguns:itemshared:81, Bronze Ingot
techguns:itemshared:82, Lead Ingot
techguns:itemshared:83, Steel Ingot
techguns:itemshared:84, Obsidian Steel Ingot
techguns:itemshared:85, Titanium Ingot
techguns:itemshared:86, Copper Nugget
techguns:itemshared:87, Lead Nugget
techguns:itemshared:88, Steel Nugget
techguns:itemshared:89, Gas Mask Filter
techguns:itemshared:90, Glider Backpack
techguns:itemshared:91, Glider Wing
techguns:itemshared:92, Anti Gravity Core
techguns:itemshared:93, Oxygen Mask
techguns:itemshared:94, Machine Upgrade (Stack Operation)
techguns:itemshared:95, Raw Rubber
techguns:itemshared:96, Raw Plastic
techguns:itemshared:97, Yellowcake
techguns:itemshared:98, Enriched Uranium
techguns:itemshared:99, Turret Armor (Iron)
techguns:itemshared:100, Turret Armor (Steel)
techguns:itemshared:101, Turret Armor (Obsidian Steel)
techguns:itemshared:102, Turret Armor (Carbon)
techguns:itemshared:103, Quartz Rod
techguns:itemshared:104, Reaction Chamber Heatray Focus
techguns:itemshared:105, Reaction Chamber UV Emitter
techguns:itemshared:106, §6Shotgun Rounds (Incediary)
techguns:itemshared:107, §6AS50 Magazine (Incediary)
techguns:itemshared:108, §6Sniper Rounds (Incediary)
techguns:itemshared:109, §6Pistol Rounds (Incediary)
techguns:itemshared:110, §6Rifle Rounds (Incediary)
techguns:itemshared:111, §6Rifle Rounds Stack (Incediary)
techguns:itemshared:112, §6SMG Magazine (Incediary)
techguns:itemshared:113, §6Pistol Magazine (Incediary)
techguns:itemshared:114, §6Minigun Ammo Drum (Incediary)
techguns:itemshared:115, §6Assault Rifle Magazine (Incendiary)
techguns:itemshared:116, §6LMG Magazine (Incendiary)
techguns:itemshared:117, Rocket (Tactical Nuke)
techguns:itemshared:118, Small Nuclear Warhead
techguns:itemshared:119, Mining Drill (Obsidian)
techguns:itemshared:120, Mining Drill (Carbon)
techguns:itemshared:121, Powerhammer Head (Obsidian)
techguns:itemshared:122, Powerhammer Head (Carbon)
techguns:itemshared:123, Chainsaw Blades (Obsidian)
techguns:itemshared:124, Chainsaw Blades (Carbon)
techguns:itemshared:125, Redstone Battery
techguns:itemshared:126, Redstone Battery (Empty)
techguns:itemshared:127, Gauss Rifle Slugs
techguns:itemshared:128, Gauss Rifle Barrel
techguns:itemshared:129, Shielded Titanium Barrel
techguns:itemshared:130, Titanium Receiver
techguns:itemshared:131, Plasma Generator
techguns:itemshared:132, Working Gloves
techguns:gasmask, Gas Mask
techguns:glider, Glider
techguns:jumppack, Jumppack
techguns:scubatanks, Oxygen Tanks
techguns:nightvisiongoggles, Nightvision Goggles
techguns:jetpack, Jetpack
techguns:tacticalmask, Tactical Mask
techguns:antigravpack, Anti Gravity Device
techguns:item_door3x3, Techdoor
techguns:item_bunkerdoor, Bunker Door
techguns:combatknife, Combat Knife
techguns:crowbar, Crowbar
techguns:t1_combat_helmet, item.t1_combat_helmet.name
techguns:t1_combat_chestplate, item.t1_combat_chestplate.name
techguns:t1_combat_leggings, item.t1_combat_leggings.name
techguns:t1_combat_boots, item.t1_combat_boots.name
techguns:t1_scout_helmet, item.t1_scout_helmet.name
techguns:t1_scout_chestplate, item.t1_scout_chestplate.name
techguns:t1_scout_leggings, item.t1_scout_leggings.name
techguns:t1_scout_boots, item.t1_scout_boots.name
techguns:t1_miner_helmet, item.t1_miner_helmet.name
techguns:t1_miner_chestplate, item.t1_miner_chestplate.name
techguns:t1_miner_leggings, item.t1_miner_leggings.name
techguns:t1_miner_boots, item.t1_miner_boots.name
techguns:steam_helmet, item.steam_helmet.name
techguns:steam_chestplate, item.steam_chestplate.name
techguns:steam_leggings, item.steam_leggings.name
techguns:steam_boots, item.steam_boots.name
techguns:t2_combat_helmet, item.t2_combat_helmet.name
techguns:t2_combat_chestplate, item.t2_combat_chestplate.name
techguns:t2_combat_leggings, item.t2_combat_leggings.name
techguns:t2_combat_boots, item.t2_combat_boots.name
techguns:t2_commando_helmet, item.t2_commando_helmet.name
techguns:t2_commando_chestplate, item.t2_commando_chestplate.name
techguns:t2_commando_leggings, item.t2_commando_leggings.name
techguns:t2_commando_boots, item.t2_commando_boots.name
techguns:t2_riot_helmet, item.t2_riot_helmet.name
techguns:t2_riot_chestplate, item.t2_riot_chestplate.name
techguns:t2_riot_leggings, item.t2_riot_leggings.name
techguns:t2_riot_boots, item.t2_riot_boots.name
techguns:t3_combat_helmet, item.t3_combat_helmet.name
techguns:t3_combat_chestplate, item.t3_combat_chestplate.name
techguns:t3_combat_leggings, item.t3_combat_leggings.name
techguns:t3_combat_boots, item.t3_combat_boots.name
techguns:t3_power_helmet, item.t3_power_helmet.name
techguns:t3_power_chestplate, item.t3_power_chestplate.name
techguns:t3_power_leggings, item.t3_power_leggings.name
techguns:t3_power_boots, item.t3_power_boots.name
techguns:t3_miner_helmet, item.t3_miner_helmet.name
techguns:t3_miner_chestplate, item.t3_miner_chestplate.name
techguns:t3_miner_leggings, item.t3_miner_leggings.name
techguns:t3_miner_boots, item.t3_miner_boots.name
techguns:t3_exo_helmet, item.t3_exo_helmet.name
techguns:t3_exo_chestplate, item.t3_exo_chestplate.name
techguns:t3_exo_leggings, item.t3_exo_leggings.name
techguns:t3_exo_boots, item.t3_exo_boots.name
techguns:t2_beret, item.t2_beret.name
techguns:handcannon, Hand Cannon
techguns:sawedoff, Double Barrel Shotgun
techguns:revolver, Revolver
techguns:goldenrevolver, Golden Revolver
techguns:thompson, Thompson SMG
techguns:ak47, AKM
techguns:boltaction, Bolt Action Rifle
techguns:m4, M4 Assault Rifle
techguns:m4_infiltrator, The Infiltrator
techguns:pistol, Pistol
techguns:combatshotgun, Combat Shotgun
techguns:mac10, Mac 10
techguns:flamethrower, Flamethrower
techguns:rocketlauncher, Rocket Launcher
techguns:grimreaper, Grim Reaper
techguns:grenadelauncher, Grenade Launcher
techguns:aug, AUG
techguns:netherblaster, Nether Blaster
techguns:biogun, Biogun
techguns:teslagun, Tesla Gun
techguns:lmg, Light Machine Gun
techguns:minigun, Minigun
techguns:as50, AS50 Sniper Rifle
techguns:vector, Vector
techguns:scar, SCAR
techguns:lasergun, Laser Rifle
techguns:blasterrifle, Blaster Rifle
techguns:scatterbeamrifle, Blaster Shotgun
techguns:sonicshotgun, Sonic Rifle
techguns:pdw, PDW
techguns:pulserifle, Pulse Rifle
techguns:mibgun, De-Atomizer Pistol
techguns:alienblaster, Alien Blaster
techguns:powerhammer, Power Hammer
techguns:chainsaw, Chainsaw
techguns:nucleardeathray, Nuclear Death Ray
techguns:gaussrifle, Gauss Rifle
techguns:guidedmissilelauncher, Guided Missile-Launcher
techguns:miningdrill, Mining Drill
techguns:tfg, TFG 10K
techguns:stielgranate, Stick Grenade
techguns:fraggrenade, Frag Grenade
thuttech:devicelinker:0, Device Linker
thuttech:devicelinker:0, ThutTech Manual
thuttech:lift:0, Elevator
thuttech:lift:1, Elevator Controller Block
tombstone:decorative_grave_simple, Simple Grave
tombstone:decorative_grave_normal, Normal Grave
tombstone:decorative_grave_cross, Cross Grave
tombstone:decorative_tombstone, Tombstone
tombstone:dark_marble, Dark Marble
tombstone:grave_key, Grave's Key
tombstone:scroll_of_knowledge, Scroll of Knowledge
tombstone:scroll_buff:0, Scroll of Preservation
tombstone:scroll_buff:1, Scroll of Unstable Intangibility
tombstone:scroll_buff:2, Scroll of Feather Falling
tombstone:scroll_buff:3, Scroll of Purification
tombstone:scroll_buff:4, Scroll of True Sight
tombstone:tablet_of_recall, Tablet of Recall
tombstone:tablet_of_assistance, Tablet of Assistance
tombstone:fishing_rod_of_misadventure, Fishing Rod of Misadventure
tombstone:lost_tablet, Lost Tablet
tombstone:dust_of_vanishing, Dust of Vanishing
tombstone:soul_receptacle, Soul Receptacle
tombstone:voodoo_poppet, Voodoo Poppet
tombstone:book_of_disenchantment, Book of Disenchantment
tombstone:fake_fog, item.fake_fog.name
tombstone:soul, item.soul.name
tombstone:strange_scroll, item.strange_scroll.name
tombstone:strange_tablet, item.strange_tablet.name
tombstone:grave_dust, item.grave_dust.name
tombstone:ankh_of_pray, Ânkh of Pray
tombstone:lollypop:0, Halloween Lollipop
tombstone:lollypop:1, Halloween Lollipop
tombstone:lollypop:2, Halloween Lollipop
tombstone:lollypop:3, Halloween Lollipop
tombstone:lollypop:4, Halloween Lollipop
tombstone:advancement_001, item.advancement_001.name
tombstone:advancement_002, item.advancement_002.name
tombstone:advancement_003, item.advancement_003.name
tombstone:advancement_004, item.advancement_004.name
tombstone:advancement_005, item.advancement_005.name
tombstone:advancement_006, item.advancement_006.name
voidcraft:voidpickaxe, item.voidcraft.voidpickaxe.name
voidcraft:voidshovel, item.voidcraft.voidshovel.name
voidcraft:voidaxe, item.voidcraft.voidaxe.name
voidcraft:voidsword, item.voidcraft.voidsword.name
voidcraft:voidhoe, item.voidcraft.voidhoe.name
voidcraft:angelicsword, item.voidcraft.angelicsword.name
voidcraft:spectrepickaxe, item.voidcraft.spectrepickaxe.name
voidcraft:spectreaxe, item.voidcraft.spectreaxe.name
voidcraft:spectrespade, item.voidcraft.spectrespade.name
voidcraft:spectrehoe, item.voidcraft.spectrehoe.name
voidcraft:chainsword, item.voidcraft.chainsword.name
voidcraft:moltensword, item.voidcraft.moltensword.name
voidcraft:archsword, item.voidcraft.archsword.name
voidcraft:demonsword, item.voidcraft.demonsword.name
voidcraft:starforgedsword, item.voidcraft.starforgedsword.name
voidcraft:starforgedpickaxe, item.voidcraft.starforgedpickaxe.name
voidcraft:starforgedaxe, item.voidcraft.starforgedaxe.name
voidcraft:starforgedshovel, item.voidcraft.starforgedshovel.name
voidcraft:blockvoidcrystal, tile.voidcraft.blockvoidcrystal.name
voidcraft:orevoidcrystal, tile.voidcraft.orevoidcrystal.name
voidcraft:blockfakebedrock, tile.voidcraft.blockfakebedrock.name
voidcraft:blockfakebedrockfarmland, tile.voidcraft.blockfakebedrockfarmland.name
voidcraft:blockfakebedrockfence, tile.voidcraft.blockfakebedrockfence.name
voidcraft:blockfakebedrockstairs, tile.voidcraft.blockfakebedrockstairs.name
voidcraft:blocknobreak, tile.voidcraft.blocknobreak.name
voidcraft:blockvoidbrick, tile.voidcraft.blockvoidbrick.name
voidcraft:blockvoidfence, tile.voidcraft.blockvoidfence.name
voidcraft:blockvoidstairs, tile.voidcraft.blockvoidstairs.name
voidcraft:aiblock, tile.voidcraft.aiblock.name
voidcraft:blockrealityhole, tile.voidcraft.blockrealityhole.name
voidcraft:ritualblock, tile.voidcraft.ritualblock.name
voidcraft:cosmicmaterial, tile.voidcraft.cosmicmaterial.name
voidcraft:starforge, tile.voidcraft.starforge.name
voidcraft:starforgestation, tile.voidcraft.starforgestation.name
voidcraft:blockportalvoid, tile.voidcraft.blockportalvoid.name
voidcraft:blockportalxia, tile.voidcraft.blockportalxia.name
voidcraft:firevoid, tile.voidcraft.firevoid.name
voidcraft:voidmacerator, tile.voidcraft.voidmacerator.name
voidcraft:voidblastfurnace, tile.voidcraft.voidblastfurnace.name
voidcraft:heimdall, tile.voidcraft.heimdall.name
voidcraft:voidbox, tile.voidcraft.voidbox.name
voidcraft:voidinfuserinert, tile.voidcraft.voidinfuserinert.name
voidcraft:voidinfuser, tile.voidcraft.voidinfuser.name
voidcraft:voidicgen, tile.voidcraft.voidicgen.name
voidcraft:voidiccable, tile.voidcraft.voidiccable.name
voidcraft:voidiccharger, tile.voidcraft.voidiccharger.name
voidcraft:realitystabilizer, tile.voidcraft.realitystabilizer.name
voidcraft:voidicalchemytable, tile.voidcraft.voidicalchemytable.name
voidcraft:realityteleporterblock, tile.voidcraft.realityteleporterblock.name
voidcraft:voidicanchor, tile.voidcraft.voidicanchor.name
voidcraft:voidiccrystallizer, tile.voidcraft.voidiccrystallizer.name
voidcraft:etherealplant, tile.voidcraft.etherealplant.name
voidcraft:blockspellicespike, tile.voidcraft.blockspellicespike.name
voidcraft:creationforge, tile.voidcraft.creationforge.name
voidcraft:creationforge_ray, tile.voidcraft.creationforge_ray.name
voidcraft:blockfakebedrockhalfslab:0, tile.voidcraft.blockfakebedrockhalfslab.name
voidcraft:blockvoidbrickhalfslab:0, tile.voidcraft.blockvoidbrickhalfslab.name
voidcraft:voidhelmet, item.voidcraft.voidhelmet.name
voidcraft:voidchest, item.voidcraft.voidchest.name
voidcraft:voidlegs, item.voidcraft.voidlegs.name
voidcraft:voidboots, item.voidcraft.voidboots.name
voidcraft:xiahelmet:0, item.voidcraft.xiahelmet.name
voidcraft:xiachest:0, item.voidcraft.xiachest.name
voidcraft:xialegs:0, item.voidcraft.xialegs.name
voidcraft:xiaboots:0, item.voidcraft.xiaboots.name
voidcraft:blockvoidfluid, tile.voidcraft.blockvoidfluid.name
voidcraft:blockacidfluid, tile.voidcraft.blockacidfluid.name
voidcraft:blockarcanesludgefluid, tile.voidcraft.blockarcanesludgefluid.name
voidcraft:vademecum, item.voidcraft.vademecum.name
voidcraft:emptyobsidianflask, item.voidcraft.emptyobsidianflask.name
voidcraft:obsidianflask, item.voidcraft.obsidianflask.name
voidcraft:flask_fire, item.voidcraft.flask_fire.name
voidcraft:flask_freeze, item.voidcraft.flask_freeze.name
voidcraft:flask_shock, item.voidcraft.flask_shock.name
voidcraft:flask_acid, item.voidcraft.flask_acid.name
voidcraft:flask_void, item.voidcraft.flask_void.name
voidcraft:ectoplasm, item.voidcraft.ectoplasm.name
voidcraft:voidcrystal, item.voidcraft.voidcrystal.name
voidcraft:voidchain, item.voidcraft.voidchain.name
voidcraft:moltenvoidchain, item.voidcraft.moltenvoidchain.name
voidcraft:moltenvoidchainpart, item.voidcraft.moltenvoidchainpart.name
voidcraft:burnbone, item.voidcraft.burnbone.name
voidcraft:voidstar, item.voidcraft.voidstar.name
voidcraft:chainedskull, item.voidcraft.chainedskull.name
voidcraft:voidcloth, item.voidcraft.voidcloth.name
voidcraft:voidcrystalbucket, item.voidcraft.voidcrystalbucket.name
voidcraft:voidicessence, item.voidcraft.voidicessence.name
voidcraft:voidicphlogiston, item.voidcraft.voidicphlogiston.name
voidcraft:voidicdragonscale, item.voidcraft.voidicdragonscale.name
voidcraft:astralessence, item.voidcraft.astralessence.name
voidcraft:quorifragment, item.voidcraft.quorifragment.name
voidcraft:voidicsteel, item.voidcraft.voidicsteel.name
voidcraft:quartzdust, item.voidcraft.quartzdust.name
voidcraft:coaldust, item.voidcraft.coaldust.name
voidcraft:irondust, item.voidcraft.irondust.name
voidcraft:golddust, item.voidcraft.golddust.name
voidcraft:copperdust, item.voidcraft.copperdust.name
voidcraft:tindust, item.voidcraft.tindust.name
voidcraft:leaddust, item.voidcraft.leaddust.name
voidcraft:lapisdust, item.voidcraft.lapisdust.name
voidcraft:emeralddust, item.voidcraft.emeralddust.name
voidcraft:diamonddust, item.voidcraft.diamonddust.name
voidcraft:debugger, item.voidcraft.debugger.name
voidcraft:voidicsuppressor, item.voidcraft.voidicsuppressor.name
voidcraft:voidicdrill, item.voidcraft.voidicdrill.name
voidcraft:realityteleporter, item.voidcraft.realityteleporter.name
voidcraft:voidcrystalshield, item.voidcraft.voidcrystalshield.name
voidcraft:etherealseed, item.voidcraft.etherealseed.name
voidcraft:etherealfruit, item.voidcraft.etherealfruit.name
voidcraft:etherealfruit_redstone, item.voidcraft.etherealfruit_redstone.name
voidcraft:etherealfruit_lapis, item.voidcraft.etherealfruit_lapis.name
voidcraft:etherealfruit_gold, item.voidcraft.etherealfruit_gold.name
voidcraft:etherealfruit_emerald, item.voidcraft.etherealfruit_emerald.name
voidcraft:etherealfruit_diamond, item.voidcraft.etherealfruit_diamond.name
voidcraft:dreambed, item.voidcraft.dreambed.name
voidcraft:creativevoidbucket, item.voidcraft.creativevoidbucket.name
voltzengine:screwdriver, Screwdriver
industrialwires:mechanical_converter:0, Rotational Motor
industrialwires:mechanical_converter:1, Converter: Rotational To Kinetic
industrialwires:mechanical_converter:2, Converter: Kinetic To Rotational
industrialwires:ic2_connector:0, Tin Wire Connector
industrialwires:ic2_connector:1, Tin Wire Relay
industrialwires:ic2_connector:2, Copper Wire Connector
industrialwires:ic2_connector:3, Copper Wire Relay
industrialwires:ic2_connector:4, Gold Wire Connector
industrialwires:ic2_connector:5, Gold Wire Relay
industrialwires:ic2_connector:6, Universal HV Wire Connector
industrialwires:ic2_connector:7, Universal HV Wire Relay
industrialwires:ic2_connector:8, Glass Fiber Wire Connector
industrialwires:ic2_connector:9, Glass Fiber Wire Relay
industrialwires:jacobs_ladder:0, Small Jacob's ladder
industrialwires:jacobs_ladder:1, Jacob's ladder
industrialwires:jacobs_ladder:2, Huge Jacob's ladder
industrialwires:control_panel:0, Control Panel
industrialwires:control_panel:1, Redstone Controller: Wires
industrialwires:control_panel:2, Panel Connector
industrialwires:control_panel:3, Control Panel Creator
industrialwires:control_panel:4, Unfinished Control Panel
industrialwires:general_hv:0, Discharge Energy Meter
industrialwires:ic2_wire_coil:0, Tin Wire Coil
industrialwires:ic2_wire_coil:1, Copper Wire Coil
industrialwires:ic2_wire_coil:2, Gold Wire Coil
industrialwires:ic2_wire_coil:3, IC2 HV Wire Coil
industrialwires:ic2_wire_coil:4, Glass Fiber Wire Coil
industrialwires:ic2_wire_coil:5, Insulated Tin Wire Coil
industrialwires:ic2_wire_coil:6, Insulated Copper Wire Coil
industrialwires:ic2_wire_coil:7, Insulated Gold Wire Coil
industrialwires:panel_component:0, Lighted Button
